Category,Resume
Hadoop,"SUMMARY
Big Data Engineer with 6 years working with Hadoop ecosystem and distributed computing frameworks. Expert in HDFS, MapReduce, Hive, Pig, HBase, Spark, and cloud-based big data solutions.

TECHNICAL SKILLS
Hadoop Ecosystem: HDFS, MapReduce, YARN, Hive, Pig, HBase, ZooKeeper, Oozie, Sqoop, Flume
Spark: Apache Spark, Spark SQL, Spark Streaming, PySpark, Spark MLlib
Databases: HBase, Cassandra, MongoDB, PostgreSQL, MySQL, Teradata
Languages: Python, Scala, Java, SQL, HiveQL, PigLatin
Cloud: AWS EMR, GCP Dataproc, Azure HDInsight, Databricks
Data Ingestion: Apache Kafka, Flume, Sqoop, NiFi
Scheduling: Apache Airflow, Oozie, Control-M

EXPERIENCE
Big Data Engineer | 6 years years total experience
- Designed and implemented Hadoop-based data lake architecture
- Developed MapReduce and Spark jobs processing terabytes of data daily
- Built real-time data ingestion pipelines using Apache Kafka and Flume
- Optimized Hive queries and partitioning strategies improving performance by 70%
- Migrated on-premises Hadoop cluster to cloud-based solution
- Implemented data governance and data quality frameworks
- Collaborated with data scientists to prepare large datasets for ML modeling

EDUCATION
Bachelor of Science in Computer Science or Information Technology
Relevant coursework: Distributed Systems, Database Management, Big Data Analytics

CERTIFICATIONS
Cloudera Certified Data Engineer
Databricks Certified Associate Developer for Apache Spark
AWS Certified Data Analytics Specialty"
Hadoop,"SUMMARY
Big Data Engineer with 2 years working with Hadoop ecosystem and distributed computing frameworks. Expert in HDFS, MapReduce, Hive, Pig, HBase, Spark, and cloud-based big data solutions.

TECHNICAL SKILLS
Hadoop Ecosystem: HDFS, MapReduce, YARN, Hive, Pig, HBase, ZooKeeper, Oozie, Sqoop, Flume
Spark: Apache Spark, Spark SQL, Spark Streaming, PySpark, Spark MLlib
Databases: HBase, Cassandra, MongoDB, PostgreSQL, MySQL, Teradata
Languages: Python, Scala, Java, SQL, HiveQL, PigLatin
Cloud: AWS EMR, GCP Dataproc, Azure HDInsight, Databricks
Data Ingestion: Apache Kafka, Flume, Sqoop, NiFi
Scheduling: Apache Airflow, Oozie, Control-M

EXPERIENCE
Big Data Engineer | 2 years years total experience
- Designed and implemented Hadoop-based data lake architecture
- Developed MapReduce and Spark jobs processing terabytes of data daily
- Built real-time data ingestion pipelines using Apache Kafka and Flume
- Optimized Hive queries and partitioning strategies improving performance by 70%
- Migrated on-premises Hadoop cluster to cloud-based solution
- Implemented data governance and data quality frameworks
- Collaborated with data scientists to prepare large datasets for ML modeling

EDUCATION
Bachelor of Science in Computer Science or Information Technology
Relevant coursework: Distributed Systems, Database Management, Big Data Analytics

CERTIFICATIONS
Cloudera Certified Data Engineer
Databricks Certified Associate Developer for Apache Spark
AWS Certified Data Analytics Specialty"
Hadoop,"SUMMARY
Big Data Engineer with 3 years working with Hadoop ecosystem and distributed computing frameworks. Expert in HDFS, MapReduce, Hive, Pig, HBase, Spark, and cloud-based big data solutions.

TECHNICAL SKILLS
Hadoop Ecosystem: HDFS, MapReduce, YARN, Hive, Pig, HBase, ZooKeeper, Oozie, Sqoop, Flume
Spark: Apache Spark, Spark SQL, Spark Streaming, PySpark, Spark MLlib
Databases: HBase, Cassandra, MongoDB, PostgreSQL, MySQL, Teradata
Languages: Python, Scala, Java, SQL, HiveQL, PigLatin
Cloud: AWS EMR, GCP Dataproc, Azure HDInsight, Databricks
Data Ingestion: Apache Kafka, Flume, Sqoop, NiFi
Scheduling: Apache Airflow, Oozie, Control-M

EXPERIENCE
Big Data Engineer | 3 years years total experience
- Designed and implemented Hadoop-based data lake architecture
- Developed MapReduce and Spark jobs processing terabytes of data daily
- Built real-time data ingestion pipelines using Apache Kafka and Flume
- Optimized Hive queries and partitioning strategies improving performance by 70%
- Migrated on-premises Hadoop cluster to cloud-based solution
- Implemented data governance and data quality frameworks
- Collaborated with data scientists to prepare large datasets for ML modeling

EDUCATION
Bachelor of Science in Computer Science or Information Technology
Relevant coursework: Distributed Systems, Database Management, Big Data Analytics

CERTIFICATIONS
Cloudera Certified Data Engineer
Databricks Certified Associate Developer for Apache Spark
AWS Certified Data Analytics Specialty"
Hadoop,"SUMMARY
Big Data Engineer with 8 years working with Hadoop ecosystem and distributed computing frameworks. Expert in HDFS, MapReduce, Hive, Pig, HBase, Spark, and cloud-based big data solutions.

TECHNICAL SKILLS
Hadoop Ecosystem: HDFS, MapReduce, YARN, Hive, Pig, HBase, ZooKeeper, Oozie, Sqoop, Flume
Spark: Apache Spark, Spark SQL, Spark Streaming, PySpark, Spark MLlib
Databases: HBase, Cassandra, MongoDB, PostgreSQL, MySQL, Teradata
Languages: Python, Scala, Java, SQL, HiveQL, PigLatin
Cloud: AWS EMR, GCP Dataproc, Azure HDInsight, Databricks
Data Ingestion: Apache Kafka, Flume, Sqoop, NiFi
Scheduling: Apache Airflow, Oozie, Control-M

EXPERIENCE
Big Data Engineer | 8 years years total experience
- Designed and implemented Hadoop-based data lake architecture
- Developed MapReduce and Spark jobs processing terabytes of data daily
- Built real-time data ingestion pipelines using Apache Kafka and Flume
- Optimized Hive queries and partitioning strategies improving performance by 70%
- Migrated on-premises Hadoop cluster to cloud-based solution
- Implemented data governance and data quality frameworks
- Collaborated with data scientists to prepare large datasets for ML modeling

EDUCATION
Bachelor of Science in Computer Science or Information Technology
Relevant coursework: Distributed Systems, Database Management, Big Data Analytics

CERTIFICATIONS
Cloudera Certified Data Engineer
Databricks Certified Associate Developer for Apache Spark
AWS Certified Data Analytics Specialty"
Hadoop,"SUMMARY
Big Data Engineer with 6 years working with Hadoop ecosystem and distributed computing frameworks. Expert in HDFS, MapReduce, Hive, Pig, HBase, Spark, and cloud-based big data solutions.

TECHNICAL SKILLS
Hadoop Ecosystem: HDFS, MapReduce, YARN, Hive, Pig, HBase, ZooKeeper, Oozie, Sqoop, Flume
Spark: Apache Spark, Spark SQL, Spark Streaming, PySpark, Spark MLlib
Databases: HBase, Cassandra, MongoDB, PostgreSQL, MySQL, Teradata
Languages: Python, Scala, Java, SQL, HiveQL, PigLatin
Cloud: AWS EMR, GCP Dataproc, Azure HDInsight, Databricks
Data Ingestion: Apache Kafka, Flume, Sqoop, NiFi
Scheduling: Apache Airflow, Oozie, Control-M

EXPERIENCE
Big Data Engineer | 6 years years total experience
- Designed and implemented Hadoop-based data lake architecture
- Developed MapReduce and Spark jobs processing terabytes of data daily
- Built real-time data ingestion pipelines using Apache Kafka and Flume
- Optimized Hive queries and partitioning strategies improving performance by 70%
- Migrated on-premises Hadoop cluster to cloud-based solution
- Implemented data governance and data quality frameworks
- Collaborated with data scientists to prepare large datasets for ML modeling

EDUCATION
Bachelor of Science in Computer Science or Information Technology
Relevant coursework: Distributed Systems, Database Management, Big Data Analytics

CERTIFICATIONS
Cloudera Certified Data Engineer
Databricks Certified Associate Developer for Apache Spark
AWS Certified Data Analytics Specialty"
Hadoop,"SUMMARY
Big Data Engineer with 8 years working with Hadoop ecosystem and distributed computing frameworks. Expert in HDFS, MapReduce, Hive, Pig, HBase, Spark, and cloud-based big data solutions.

TECHNICAL SKILLS
Hadoop Ecosystem: HDFS, MapReduce, YARN, Hive, Pig, HBase, ZooKeeper, Oozie, Sqoop, Flume
Spark: Apache Spark, Spark SQL, Spark Streaming, PySpark, Spark MLlib
Databases: HBase, Cassandra, MongoDB, PostgreSQL, MySQL, Teradata
Languages: Python, Scala, Java, SQL, HiveQL, PigLatin
Cloud: AWS EMR, GCP Dataproc, Azure HDInsight, Databricks
Data Ingestion: Apache Kafka, Flume, Sqoop, NiFi
Scheduling: Apache Airflow, Oozie, Control-M

EXPERIENCE
Big Data Engineer | 8 years years total experience
- Designed and implemented Hadoop-based data lake architecture
- Developed MapReduce and Spark jobs processing terabytes of data daily
- Built real-time data ingestion pipelines using Apache Kafka and Flume
- Optimized Hive queries and partitioning strategies improving performance by 70%
- Migrated on-premises Hadoop cluster to cloud-based solution
- Implemented data governance and data quality frameworks
- Collaborated with data scientists to prepare large datasets for ML modeling

EDUCATION
Bachelor of Science in Computer Science or Information Technology
Relevant coursework: Distributed Systems, Database Management, Big Data Analytics

CERTIFICATIONS
Cloudera Certified Data Engineer
Databricks Certified Associate Developer for Apache Spark
AWS Certified Data Analytics Specialty"
Hadoop,"SUMMARY
Big Data Engineer with 2 years working with Hadoop ecosystem and distributed computing frameworks. Expert in HDFS, MapReduce, Hive, Pig, HBase, Spark, and cloud-based big data solutions.

TECHNICAL SKILLS
Hadoop Ecosystem: HDFS, MapReduce, YARN, Hive, Pig, HBase, ZooKeeper, Oozie, Sqoop, Flume
Spark: Apache Spark, Spark SQL, Spark Streaming, PySpark, Spark MLlib
Databases: HBase, Cassandra, MongoDB, PostgreSQL, MySQL, Teradata
Languages: Python, Scala, Java, SQL, HiveQL, PigLatin
Cloud: AWS EMR, GCP Dataproc, Azure HDInsight, Databricks
Data Ingestion: Apache Kafka, Flume, Sqoop, NiFi
Scheduling: Apache Airflow, Oozie, Control-M

EXPERIENCE
Big Data Engineer | 2 years years total experience
- Designed and implemented Hadoop-based data lake architecture
- Developed MapReduce and Spark jobs processing terabytes of data daily
- Built real-time data ingestion pipelines using Apache Kafka and Flume
- Optimized Hive queries and partitioning strategies improving performance by 70%
- Migrated on-premises Hadoop cluster to cloud-based solution
- Implemented data governance and data quality frameworks
- Collaborated with data scientists to prepare large datasets for ML modeling

EDUCATION
Bachelor of Science in Computer Science or Information Technology
Relevant coursework: Distributed Systems, Database Management, Big Data Analytics

CERTIFICATIONS
Cloudera Certified Data Engineer
Databricks Certified Associate Developer for Apache Spark
AWS Certified Data Analytics Specialty"
Hadoop,"SUMMARY
Big Data Engineer with 5 years working with Hadoop ecosystem and distributed computing frameworks. Expert in HDFS, MapReduce, Hive, Pig, HBase, Spark, and cloud-based big data solutions.

TECHNICAL SKILLS
Hadoop Ecosystem: HDFS, MapReduce, YARN, Hive, Pig, HBase, ZooKeeper, Oozie, Sqoop, Flume
Spark: Apache Spark, Spark SQL, Spark Streaming, PySpark, Spark MLlib
Databases: HBase, Cassandra, MongoDB, PostgreSQL, MySQL, Teradata
Languages: Python, Scala, Java, SQL, HiveQL, PigLatin
Cloud: AWS EMR, GCP Dataproc, Azure HDInsight, Databricks
Data Ingestion: Apache Kafka, Flume, Sqoop, NiFi
Scheduling: Apache Airflow, Oozie, Control-M

EXPERIENCE
Big Data Engineer | 5 years years total experience
- Designed and implemented Hadoop-based data lake architecture
- Developed MapReduce and Spark jobs processing terabytes of data daily
- Built real-time data ingestion pipelines using Apache Kafka and Flume
- Optimized Hive queries and partitioning strategies improving performance by 70%
- Migrated on-premises Hadoop cluster to cloud-based solution
- Implemented data governance and data quality frameworks
- Collaborated with data scientists to prepare large datasets for ML modeling

EDUCATION
Bachelor of Science in Computer Science or Information Technology
Relevant coursework: Distributed Systems, Database Management, Big Data Analytics

CERTIFICATIONS
Cloudera Certified Data Engineer
Databricks Certified Associate Developer for Apache Spark
AWS Certified Data Analytics Specialty"
Hadoop,"SUMMARY
Big Data Engineer with 8 years working with Hadoop ecosystem and distributed computing frameworks. Expert in HDFS, MapReduce, Hive, Pig, HBase, Spark, and cloud-based big data solutions.

TECHNICAL SKILLS
Hadoop Ecosystem: HDFS, MapReduce, YARN, Hive, Pig, HBase, ZooKeeper, Oozie, Sqoop, Flume
Spark: Apache Spark, Spark SQL, Spark Streaming, PySpark, Spark MLlib
Databases: HBase, Cassandra, MongoDB, PostgreSQL, MySQL, Teradata
Languages: Python, Scala, Java, SQL, HiveQL, PigLatin
Cloud: AWS EMR, GCP Dataproc, Azure HDInsight, Databricks
Data Ingestion: Apache Kafka, Flume, Sqoop, NiFi
Scheduling: Apache Airflow, Oozie, Control-M

EXPERIENCE
Big Data Engineer | 8 years years total experience
- Designed and implemented Hadoop-based data lake architecture
- Developed MapReduce and Spark jobs processing terabytes of data daily
- Built real-time data ingestion pipelines using Apache Kafka and Flume
- Optimized Hive queries and partitioning strategies improving performance by 70%
- Migrated on-premises Hadoop cluster to cloud-based solution
- Implemented data governance and data quality frameworks
- Collaborated with data scientists to prepare large datasets for ML modeling

EDUCATION
Bachelor of Science in Computer Science or Information Technology
Relevant coursework: Distributed Systems, Database Management, Big Data Analytics

CERTIFICATIONS
Cloudera Certified Data Engineer
Databricks Certified Associate Developer for Apache Spark
AWS Certified Data Analytics Specialty"
Hadoop,"SUMMARY
Big Data Engineer with 7 years working with Hadoop ecosystem and distributed computing frameworks. Expert in HDFS, MapReduce, Hive, Pig, HBase, Spark, and cloud-based big data solutions.

TECHNICAL SKILLS
Hadoop Ecosystem: HDFS, MapReduce, YARN, Hive, Pig, HBase, ZooKeeper, Oozie, Sqoop, Flume
Spark: Apache Spark, Spark SQL, Spark Streaming, PySpark, Spark MLlib
Databases: HBase, Cassandra, MongoDB, PostgreSQL, MySQL, Teradata
Languages: Python, Scala, Java, SQL, HiveQL, PigLatin
Cloud: AWS EMR, GCP Dataproc, Azure HDInsight, Databricks
Data Ingestion: Apache Kafka, Flume, Sqoop, NiFi
Scheduling: Apache Airflow, Oozie, Control-M

EXPERIENCE
Big Data Engineer | 7 years years total experience
- Designed and implemented Hadoop-based data lake architecture
- Developed MapReduce and Spark jobs processing terabytes of data daily
- Built real-time data ingestion pipelines using Apache Kafka and Flume
- Optimized Hive queries and partitioning strategies improving performance by 70%
- Migrated on-premises Hadoop cluster to cloud-based solution
- Implemented data governance and data quality frameworks
- Collaborated with data scientists to prepare large datasets for ML modeling

EDUCATION
Bachelor of Science in Computer Science or Information Technology
Relevant coursework: Distributed Systems, Database Management, Big Data Analytics

CERTIFICATIONS
Cloudera Certified Data Engineer
Databricks Certified Associate Developer for Apache Spark
AWS Certified Data Analytics Specialty"
Hadoop,"SUMMARY
Big Data Engineer with 3 years working with Hadoop ecosystem and distributed computing frameworks. Expert in HDFS, MapReduce, Hive, Pig, HBase, Spark, and cloud-based big data solutions.

TECHNICAL SKILLS
Hadoop Ecosystem: HDFS, MapReduce, YARN, Hive, Pig, HBase, ZooKeeper, Oozie, Sqoop, Flume
Spark: Apache Spark, Spark SQL, Spark Streaming, PySpark, Spark MLlib
Databases: HBase, Cassandra, MongoDB, PostgreSQL, MySQL, Teradata
Languages: Python, Scala, Java, SQL, HiveQL, PigLatin
Cloud: AWS EMR, GCP Dataproc, Azure HDInsight, Databricks
Data Ingestion: Apache Kafka, Flume, Sqoop, NiFi
Scheduling: Apache Airflow, Oozie, Control-M

EXPERIENCE
Big Data Engineer | 3 years years total experience
- Designed and implemented Hadoop-based data lake architecture
- Developed MapReduce and Spark jobs processing terabytes of data daily
- Built real-time data ingestion pipelines using Apache Kafka and Flume
- Optimized Hive queries and partitioning strategies improving performance by 70%
- Migrated on-premises Hadoop cluster to cloud-based solution
- Implemented data governance and data quality frameworks
- Collaborated with data scientists to prepare large datasets for ML modeling

EDUCATION
Bachelor of Science in Computer Science or Information Technology
Relevant coursework: Distributed Systems, Database Management, Big Data Analytics

CERTIFICATIONS
Cloudera Certified Data Engineer
Databricks Certified Associate Developer for Apache Spark
AWS Certified Data Analytics Specialty"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 2 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 2 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 8 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 8 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 3 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 3 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 3 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 3 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 1 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 1 year years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 3 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 3 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 3 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 3 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 6 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 6 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
ETL Developer,"SUMMARY
ETL Developer and Data Engineer with 6 years building robust data pipelines and warehousing solutions. Expert in Informatica, Talend, Apache Spark, and SQL for large-scale data integration.

TECHNICAL SKILLS
ETL Tools: Informatica PowerCenter, Talend Open Studio, SSIS, DataStage, Pentaho
Big Data: Apache Spark, Hadoop, Hive, Pig, HBase, HDFS, Kafka, Flink
Databases: SQL Server, Oracle, PostgreSQL, MySQL, Teradata, Snowflake, Redshift
Cloud: AWS Glue, Azure Data Factory, GCP Dataflow, Databricks
Languages: SQL, PL/SQL, Python, Scala, Java
Scheduling: Apache Airflow, Control-M, AutoSys, Oozie
Data Modeling: Star schema, snowflake schema, data vault, dimensional modeling

EXPERIENCE
ETL Developer | 6 years years total experience
- Designed and developed ETL pipelines processing millions of records daily
- Built data warehouse using star schema for business intelligence reporting
- Migrated on-premises data pipelines to cloud-based solutions
- Optimized Informatica mappings reducing processing time by 60%
- Implemented real-time data streaming using Apache Kafka and Spark
- Developed complex SQL transformations and stored procedures
- Ensured data quality through validation rules and reconciliation processes

EDUCATION
Bachelor of Science in Computer Science, Information Systems, or related field
Relevant coursework: Database Systems, Data Warehousing, Big Data Analytics

CERTIFICATIONS
Informatica PowerCenter Developer Specialist
AWS Certified Data Analytics
Databricks Certified Associate Developer for Apache Spark"
